,group,libsize,has_program,program_usage,is_doublet,group2
Cell1046,12,1224.6498237626902,False,0.0,False,-1
Cell1047,10,3904.6638360952516,False,0.0,False,-1
Cell1048,2,2866.4501599453697,False,0.0,False,-1
Cell1049,11,7138.870007268626,False,0.0,False,-1
Cell1050,11,1034.20855578759,False,0.0,False,-1
Cell1051,5,5174.605170611758,False,0.0,False,-1
Cell1052,1,7870.142804115738,False,0.0,False,-1
Cell1053,3,4694.890821363425,False,0.0,False,-1
Cell1054,1,2651.973355886442,False,0.0,False,-1
Cell1055,10,8272.953773222891,False,0.0,False,-1
Cell1056,12,1428.3426178297254,False,0.0,True,6
Cell1057,11,7527.07544429723,False,0.0,False,-1
Cell1058,11,1935.8268425125939,False,0.0,False,-1
Cell1059,7,2460.1613270157086,False,0.0,False,-1
Cell1060,4,5241.214819714474,True,0.2942611837424025,False,-1
Cell1061,1,1649.9010816303098,False,0.0,True,6
Cell1062,10,1161.3899376745626,False,0.0,False,-1
Cell1063,10,2578.7583766891967,False,0.0,False,-1
Cell1064,1,519.8502997089831,False,0.0,False,-1
Cell1065,13,3281.106352248498,False,0.0,False,-1
Cell1066,3,1812.476377985162,False,0.0,False,-1
Cell1067,4,1736.2933020874848,True,0.699239408778283,False,-1
Cell1068,4,3774.104172225986,False,0.0,False,-1
Cell1069,3,1273.0200498487943,True,0.3579907520737512,False,-1
Cell1070,11,2150.2356135765217,False,0.0,False,-1
Cell1071,13,2593.9052354861687,False,0.0,False,-1
Cell1072,4,525.1975590335954,False,0.0,False,-1
Cell1073,6,662.2090045626302,False,0.0,False,-1
Cell1074,11,3735.1471254960115,False,0.0,False,-1
Cell1075,1,1594.1207611822374,False,0.0,False,-1
Cell1076,7,1348.6053473408363,False,0.0,False,-1
Cell1077,11,331.3342608131862,False,0.0,False,-1
Cell1078,4,8661.444562179997,False,0.0,False,-1
Cell1079,1,2787.8701509297916,True,0.6227505921702153,False,-1
Cell1080,8,1693.8266218453882,False,0.0,False,-1
Cell1081,5,742.2392635061304,False,0.0,False,-1
Cell1082,2,1540.137075983126,False,0.0,False,-1
Cell1083,8,1901.8965517255945,False,0.0,True,8
Cell1084,8,2031.5913236209435,False,0.0,False,-1
Cell1085,8,14061.695705718987,False,0.0,False,-1
Cell1086,10,751.2856732934536,False,0.0,False,-1
Cell1087,3,1504.3507545843224,True,0.32938874635854626,False,-1
Cell1088,9,716.8969202252325,False,0.0,False,-1
Cell1089,12,1000.8975178211001,False,0.0,False,-1
Cell1090,7,2531.8339049825386,False,0.0,False,-1
Cell1091,9,1865.7738219882413,False,0.0,False,-1
Cell1092,13,5330.180582128855,False,0.0,False,-1
Cell1093,12,1107.878854392476,False,0.0,False,-1
Cell1094,11,997.6744501661399,False,0.0,False,-1
Cell1095,10,5578.023797591515,False,0.0,False,-1
Cell1096,9,3755.053163008434,False,0.0,True,11
Cell1097,1,3247.136856959522,False,0.0,False,-1
Cell1098,12,2154.6314777997723,False,0.0,False,-1
Cell1099,11,687.2346766487871,False,0.0,False,-1
Cell1100,13,835.0227150722333,False,0.0,False,-1
Cell1101,12,1783.3485433665676,False,0.0,False,-1
Cell1102,10,1497.1110450659544,False,0.0,False,-1
Cell1103,3,1634.2371153682795,False,0.0,False,-1
Cell1104,9,2779.2086922939648,False,0.0,False,-1
Cell1105,4,2260.9044454919226,False,0.0,False,-1
Cell1106,12,1579.8531389990374,False,0.0,False,-1
Cell1107,8,1823.755701558871,False,0.0,False,-1
Cell1108,9,1090.2752804325119,False,0.0,False,-1
Cell1109,8,1790.7159203170404,False,0.0,False,-1
Cell1110,3,1006.0333232491868,False,0.0,False,-1
Cell1111,8,4367.108162907861,False,0.0,False,-1
Cell1112,6,1045.0091298027633,False,0.0,False,-1
Cell1113,6,2792.9143335114254,False,0.0,False,-1
Cell1114,13,3544.776018251858,False,0.0,False,-1
Cell1115,8,1600.2519603159965,False,0.0,False,-1
Cell1116,5,3906.614750165536,False,0.0,False,-1
Cell1117,8,2726.0420520360612,False,0.0,False,-1
Cell1118,2,2196.3923249421964,False,0.0,False,-1
Cell1119,1,2842.9296406724766,True,0.1245645960977349,False,-1
Cell1120,5,3437.1409809991223,False,0.0,False,-1
Cell1121,7,5031.291997844875,False,0.0,False,-1
Cell1122,8,1011.0592388756678,False,0.0,False,-1
Cell1123,3,3848.083284274745,False,0.0,False,-1
Cell1124,7,421.1847985757882,False,0.0,False,-1
Cell1125,8,5516.969021903084,False,0.0,False,-1
Cell1126,6,436.85066616539655,False,0.0,False,-1
Cell1127,9,6728.932086035859,False,0.0,True,6
Cell1128,3,994.8654231084016,False,0.0,False,-1
Cell1129,8,1237.3551220266484,False,0.0,False,-1
Cell1130,5,2645.5826956999776,False,0.0,False,-1
Cell1131,8,3164.2574769809644,False,0.0,False,-1
Cell1132,8,2306.3651761566944,False,0.0,False,-1
Cell1133,2,924.5956697810554,False,0.0,False,-1
Cell1134,12,3378.5313253225463,False,0.0,False,-1
Cell1135,1,5898.132211094436,False,0.0,False,-1
Cell1136,11,809.319917195438,False,0.0,False,-1
Cell1137,11,783.5676860762525,False,0.0,False,-1
Cell1138,9,5734.487878849354,False,0.0,False,-1
Cell1139,5,561.4097115521074,False,0.0,False,-1
Cell1140,5,951.5432372690274,False,0.0,False,-1
Cell1141,9,4961.849741969325,False,0.0,True,9
Cell1142,9,6511.297622161518,False,0.0,False,-1
Cell1143,10,1302.4359312116994,False,0.0,False,-1
Cell1144,5,887.9286205210876,False,0.0,False,-1
Cell1145,1,1253.873103487133,False,0.0,False,-1
Cell1146,9,1514.9630714625434,False,0.0,False,-1
Cell1147,9,2420.514160905394,False,0.0,False,-1
Cell1148,10,899.3697216731147,False,0.0,False,-1
Cell1149,4,605.3759614347138,True,0.11350606351801747,False,-1
Cell1150,8,750.0808321124101,False,0.0,False,-1
Cell1151,5,979.9637860665409,False,0.0,False,-1
Cell1152,4,1910.7742224196631,True,0.6245564838858606,False,-1
Cell1153,3,8121.272587952993,False,0.0,False,-1
Cell1154,7,548.7043968595377,False,0.0,False,-1
Cell1155,9,2903.8836364386734,False,0.0,False,-1
Cell1156,10,1644.1991894248313,False,0.0,False,-1
Cell1157,7,870.0732853181887,False,0.0,True,4
Cell1158,12,1389.2401455271083,False,0.0,False,-1
Cell1159,13,3152.888216261259,False,0.0,False,-1
Cell1160,3,2928.563180363636,True,0.4972632839398926,False,-1
Cell1161,8,12066.00928703486,False,0.0,False,-1
Cell1162,4,1257.602528495379,False,0.0,False,-1
Cell1163,9,4944.250157406038,False,0.0,False,-1
Cell1164,11,758.5388847053675,False,0.0,True,1
Cell1165,7,1743.6494329732536,False,0.0,False,-1
Cell1166,4,1842.3913388082788,True,0.21572990005395448,False,-1
Cell1167,1,7212.559733161927,False,0.0,False,-1
Cell1168,9,11035.959455841954,False,0.0,False,-1
Cell1169,4,2304.9793301300538,False,0.0,False,-1
Cell1170,5,6297.245972623662,False,0.0,False,-1
Cell1171,1,1665.6166619623739,False,0.0,False,-1
Cell1172,13,2739.6688034136264,False,0.0,False,-1
Cell1173,6,998.4889432812038,False,0.0,False,-1
Cell1174,2,1391.9553861386794,True,0.48061017037975373,False,-1
Cell1175,5,1267.9196516578654,False,0.0,False,-1
Cell1176,13,15997.458293122992,False,0.0,False,-1
Cell1177,10,589.9526116310532,False,0.0,False,-1
Cell1178,5,2442.5280803157334,False,0.0,False,-1
Cell1179,7,2007.469718289662,False,0.0,False,-1
Cell1180,9,4941.717231756425,False,0.0,False,-1
Cell1181,4,5889.413759967741,False,0.0,False,-1
Cell1182,3,268.09572870111157,False,0.0,False,-1
Cell1183,1,777.8632295620585,False,0.0,False,-1
Cell1184,9,3977.621716830874,False,0.0,True,7
Cell1185,10,3237.582770006587,False,0.0,False,-1
Cell1186,10,5147.259529468589,False,0.0,False,-1
Cell1187,9,2030.1363494270104,False,0.0,False,-1
Cell1188,13,4992.950520095054,False,0.0,False,-1
Cell1189,5,5429.689947457669,False,0.0,False,-1
Cell1190,3,900.9241639685433,True,0.389855420518891,False,-1
Cell1191,7,1928.3747913718876,False,0.0,False,-1
Cell1192,2,1049.4415185887437,False,0.0,False,-1
Cell1193,3,4175.732012778043,False,0.0,True,4
Cell1194,10,2410.1734276019897,False,0.0,False,-1
Cell1195,9,1625.9821020528927,False,0.0,False,-1
Cell1196,7,1529.459652777614,False,0.0,False,-1
Cell1197,3,619.9669238819225,False,0.0,False,-1
Cell1198,2,1920.654127942157,True,0.6364507982712916,False,-1
Cell1199,3,8523.680858014199,True,0.20096520922450195,False,-1
Cell1200,10,833.5601635059203,False,0.0,False,-1
Cell1201,6,4182.655637961572,False,0.0,False,-1
Cell1202,3,631.533439593893,False,0.0,False,-1
Cell1203,2,451.8845775279051,False,0.0,False,-1
Cell1204,2,1791.0557514921352,False,0.0,False,-1
Cell1205,2,3630.758217962042,False,0.0,False,-1
Cell1206,7,4587.008116911044,False,0.0,False,-1
Cell1207,13,995.9821310780549,False,0.0,False,-1
Cell1208,9,3180.871905475918,False,0.0,False,-1
Cell1209,11,903.2142449799898,False,0.0,False,-1
Cell1210,7,992.6933173468739,False,0.0,False,-1
Cell1211,8,701.4738591394956,False,0.0,False,-1
Cell1212,13,269.22499851994644,False,0.0,False,-1
Cell1213,10,820.9818873095908,False,0.0,False,-1
Cell1214,10,2433.3566321403505,False,0.0,False,-1
Cell1215,2,1535.1294382612286,False,0.0,False,-1
Cell1216,11,1470.137841410793,False,0.0,False,-1
Cell1217,13,2768.2461334308978,False,0.0,False,-1
Cell1218,8,2087.3560291714275,False,0.0,False,-1
Cell1219,5,4133.403688872109,False,0.0,False,-1
Cell1220,12,2910.6720619596745,False,0.0,False,-1
Cell1221,10,1681.5799014220665,False,0.0,False,-1
Cell1222,4,2744.1828746889914,False,0.0,False,-1
Cell1223,11,1254.260763951195,False,0.0,False,-1
Cell1224,12,1738.3423933229985,False,0.0,False,-1
Cell1225,1,4060.8357750509917,False,0.0,False,-1
Cell1226,13,2428.0440825615556,False,0.0,False,-1
Cell1227,2,2090.101610872484,False,0.0,False,-1
Cell1228,7,2227.700845079981,False,0.0,False,-1
Cell1229,1,2689.6776733239567,False,0.0,False,-1
Cell1230,8,2740.850918102781,False,0.0,False,-1
Cell1231,13,2937.469735048111,False,0.0,False,-1
Cell1232,10,2359.5711516078954,False,0.0,True,11
Cell1233,8,1762.6007744567153,False,0.0,True,13
Cell1234,11,1634.9554653218372,False,0.0,False,-1
Cell1235,10,3995.861088575158,False,0.0,False,-1
Cell1236,8,2701.7493829355058,False,0.0,False,-1
Cell1237,10,1574.2859120808537,False,0.0,False,-1
Cell1238,6,3506.0863457064524,False,0.0,False,-1
Cell1239,13,7619.269938913375,False,0.0,True,2
Cell1240,6,2942.4071843182915,False,0.0,False,-1
Cell1241,11,2272.5400495920044,False,0.0,False,-1
Cell1242,10,763.7138936668171,False,0.0,False,-1
Cell1243,8,1609.1634857284107,False,0.0,False,-1
Cell1244,13,1311.4474733755412,False,0.0,False,-1
Cell1245,10,802.8207544220443,False,0.0,False,-1
Cell1246,7,3596.372812632425,False,0.0,False,-1
Cell1247,9,2283.5401346965114,False,0.0,False,-1
Cell1248,8,485.6591297487749,False,0.0,False,-1
Cell1249,3,812.2421919877969,False,0.0,False,-1
Cell1250,12,1309.7406773020425,False,0.0,False,-1
Cell1251,1,2864.8711658969873,True,0.21673585091395606,False,-1
Cell1252,5,2300.964288296799,False,0.0,False,-1
Cell1253,4,10419.344113877125,True,0.18072703126093997,False,-1
Cell1254,11,3730.1852691846643,False,0.0,False,-1
Cell1255,5,2465.459383093816,False,0.0,False,-1
Cell1256,1,5425.885766408201,False,0.0,False,-1
Cell1257,12,2172.070229041979,False,0.0,False,-1
Cell1258,7,2459.6814193514456,False,0.0,False,-1
Cell1259,9,910.2333191027042,False,0.0,True,13
Cell1260,2,1589.2485759231129,False,0.0,False,-1
Cell1261,12,5373.197027619955,False,0.0,False,-1
Cell1262,7,592.5891403679204,False,0.0,False,-1
Cell1263,6,2404.3625447646045,False,0.0,True,5
Cell1264,8,1475.4541055575241,False,0.0,False,-1
Cell1265,13,5638.578668185012,False,0.0,False,-1
Cell1266,1,2327.4347433932603,False,0.0,False,-1
Cell1267,10,10627.910367893928,False,0.0,False,-1
Cell1268,5,977.3043573836704,False,0.0,False,-1
Cell1269,6,2021.4984613354786,False,0.0,False,-1
Cell1270,9,1567.8013026843917,False,0.0,False,-1
Cell1271,8,4407.780046998671,False,0.0,False,-1
Cell1272,5,2784.6370393631087,False,0.0,False,-1
Cell1273,2,2743.825088432528,False,0.0,True,7
Cell1274,12,1259.3027733373342,False,0.0,False,-1
Cell1275,4,2812.7509929854373,False,0.0,False,-1
Cell1276,12,4381.43495771346,False,0.0,False,-1
Cell1277,12,4565.808835606903,False,0.0,False,-1
Cell1278,6,5769.484796929186,False,0.0,False,-1
Cell1279,5,3816.2449017609224,False,0.0,False,-1
Cell1280,3,752.1031451308006,False,0.0,False,-1
Cell1281,12,306.4886951048848,False,0.0,False,-1
Cell1282,11,2921.19374796059,False,0.0,False,-1
Cell1283,2,2658.7315305749225,False,0.0,False,-1
Cell1284,7,3006.0240369279522,False,0.0,False,-1
Cell1285,11,353.46191091529647,False,0.0,False,-1
Cell1286,1,557.4589351594492,True,0.5656438734529372,False,-1
Cell1287,5,4288.982501482798,False,0.0,False,-1
Cell1288,13,4296.626205128974,False,0.0,True,7
Cell1289,11,9016.886427056594,False,0.0,False,-1
Cell1290,1,2729.8462211396304,False,0.0,False,-1
Cell1291,12,2928.009048486011,False,0.0,False,-1
Cell1292,9,12461.290483625464,False,0.0,False,-1
Cell1293,12,815.7328557051064,False,0.0,False,-1
Cell1294,12,2304.656137707288,False,0.0,False,-1
Cell1295,2,2086.48213141005,True,0.5813020528549705,False,-1
Cell1296,5,4570.202487860651,False,0.0,False,-1
Cell1297,6,1755.4194125466154,False,0.0,False,-1
Cell1298,5,1923.8338245630575,False,0.0,False,-1
Cell1299,6,806.4045190490333,False,0.0,True,7
Cell1300,7,2343.6421420419106,False,0.0,False,-1
Cell1301,6,636.675367144326,False,0.0,False,-1
Cell1302,9,3098.6928615767365,False,0.0,False,-1
Cell1303,9,1958.6552439433178,False,0.0,False,-1
Cell1304,11,2400.1667562193675,False,0.0,False,-1
Cell1305,4,4877.829610443142,True,0.48499482380535075,False,-1
Cell1306,2,1843.2781444952514,False,0.0,False,-1
Cell1307,3,1837.02032188104,False,0.0,False,-1
Cell1308,10,2149.6078382943742,False,0.0,False,-1
Cell1309,10,4813.939909935601,False,0.0,False,-1
Cell1310,1,917.1887031602191,True,0.4947156226854572,False,-1
Cell1311,2,2621.377140026796,True,0.2099939480668172,False,-1
Cell1312,4,940.957273916513,False,0.0,False,-1
Cell1313,1,1835.2810828486283,False,0.0,False,-1
Cell1314,13,2109.9792056374235,False,0.0,False,-1
Cell1315,3,3274.391958471925,True,0.3417920637849248,False,-1
Cell1316,10,2019.8224932416197,False,0.0,False,-1
Cell1317,8,1768.1449625319722,False,0.0,False,-1
Cell1318,4,1802.868435622679,False,0.0,False,-1
Cell1319,5,669.0766855220091,False,0.0,False,-1
Cell1320,10,646.0699709322593,False,0.0,False,-1
Cell1321,11,4994.959523673792,False,0.0,False,-1
Cell1322,7,5001.002263711778,False,0.0,False,-1
Cell1323,2,3795.570617970018,False,0.0,False,-1
Cell1324,9,3532.6680769566415,False,0.0,False,-1
Cell1325,4,3008.3079159605154,False,0.0,False,-1
Cell1326,11,2488.7182211128907,False,0.0,False,-1
Cell1327,1,1957.1850529662363,False,0.0,False,-1
Cell1328,12,3059.414150394002,False,0.0,False,-1
Cell1329,2,709.534829086123,True,0.3870446450557994,False,-1
Cell1330,12,2582.6660743110083,False,0.0,False,-1
Cell1331,1,1622.0625248720266,True,0.1597569157748447,False,-1
Cell1332,2,983.1209743043389,True,0.49266069351547426,False,-1
Cell1333,6,2774.6531146527177,False,0.0,False,-1
Cell1334,12,1274.7673387975078,False,0.0,False,-1
Cell1335,8,1771.2798195149874,False,0.0,False,-1
Cell1336,1,1211.2142993266527,False,0.0,False,-1
Cell1337,11,2293.963375991677,False,0.0,False,-1
Cell1338,6,1745.9178077183644,False,0.0,False,-1
Cell1339,6,500.3111605250991,False,0.0,False,-1
Cell1340,12,6619.311479139719,False,0.0,False,-1
Cell1341,3,4835.144798397239,False,0.0,False,-1
Cell1342,4,1201.586347160308,False,0.0,False,-1
Cell1343,9,621.1398046873194,False,0.0,False,-1
Cell1344,9,2065.9128277303325,False,0.0,False,-1
Cell1345,9,3118.2317158302367,False,0.0,False,-1
Cell1346,5,5510.724204116212,False,0.0,True,12
Cell1347,13,410.20400581030515,False,0.0,False,-1
Cell1348,12,3003.4659261354345,False,0.0,True,12
Cell1349,10,1429.2549506626917,False,0.0,False,-1
Cell1350,11,3179.4567036906355,False,0.0,False,-1
Cell1351,8,2167.68241740236,False,0.0,False,-1
Cell1352,12,180.27958909809294,False,0.0,False,-1
Cell1353,10,2491.522343743891,False,0.0,False,-1
Cell1354,6,2921.619495049242,False,0.0,False,-1
Cell1355,11,5507.862960019602,False,0.0,False,-1
Cell1356,3,1709.1735906959727,False,0.0,False,-1
Cell1357,13,2042.7286428775428,False,0.0,False,-1
Cell1358,9,593.5904832790189,False,0.0,False,-1
Cell1359,3,1939.481541138642,True,0.5424198899154056,False,-1
Cell1360,7,825.6611889273358,False,0.0,True,11
Cell1361,1,2811.186711265639,False,0.0,False,-1
Cell1362,13,761.4929788008253,False,0.0,False,-1
Cell1363,6,12131.662051437717,False,0.0,False,-1
Cell1364,4,5318.924422431238,False,0.0,False,-1
Cell1365,13,1717.7686128849807,False,0.0,False,-1
Cell1366,11,2829.4637015679996,False,0.0,False,-1
Cell1367,13,8072.964399832178,False,0.0,False,-1
Cell1368,7,4039.8914260375827,False,0.0,False,-1
Cell1369,1,346.9698339201577,True,0.6924469642580288,False,-1
Cell1370,12,1027.0276640799054,False,0.0,False,-1
Cell1371,13,2405.735851728822,False,0.0,False,-1
Cell1372,11,6167.786147413637,False,0.0,False,-1
Cell1373,6,504.4534133650441,False,0.0,False,-1
Cell1374,2,1077.1611635666054,True,0.3523611831931077,False,-1
Cell1375,13,3967.405996713537,False,0.0,False,-1
Cell1376,13,6315.395799887843,False,0.0,False,-1
Cell1377,3,4654.598850727791,False,0.0,False,-1
Cell1378,8,521.1720776802704,False,0.0,False,-1
Cell1379,13,3751.45554415014,False,0.0,False,-1
Cell1380,2,4560.826117582191,False,0.0,True,4
Cell1381,12,1541.5952871747038,False,0.0,False,-1
Cell1382,1,1748.60641881417,True,0.17045287501872525,False,-1
Cell1383,2,813.3215425792797,False,0.0,True,2
Cell1384,8,4427.933943002358,False,0.0,False,-1
Cell1385,11,9369.317874874607,False,0.0,False,-1
Cell1386,13,429.7423335261114,False,0.0,False,-1
Cell1387,10,6579.121213405267,False,0.0,False,-1
Cell1388,4,1987.5343134764871,True,0.4628590873591626,False,-1
Cell1389,5,1994.056219850661,False,0.0,False,-1
Cell1390,11,3429.9127264256867,False,0.0,False,-1
Cell1391,13,3117.9753077548967,False,0.0,False,-1
Cell1392,7,7116.677346426079,False,0.0,True,9
Cell1393,5,2749.515106888555,False,0.0,False,-1
Cell1394,2,3478.2837105028457,False,0.0,False,-1
Cell1395,12,4894.5469149593755,False,0.0,False,-1
Cell1396,1,5420.130519539451,False,0.0,False,-1
Cell1397,7,2757.4963287041182,False,0.0,False,-1
Cell1398,5,4666.925093254829,False,0.0,False,-1
Cell1399,5,1619.0376926887343,False,0.0,True,1
Cell1400,12,1473.7728798736812,False,0.0,False,-1
Cell1401,5,6197.886364792017,False,0.0,False,-1
Cell1402,7,686.5993579482772,False,0.0,False,-1
Cell1403,11,1607.8497791222158,False,0.0,True,7
Cell1404,12,3112.25214054078,False,0.0,False,-1
Cell1405,4,3682.9278621448175,False,0.0,False,-1
Cell1406,8,941.8374021745212,False,0.0,False,-1
Cell1407,3,2584.5607369018267,False,0.0,False,-1
Cell1408,1,704.9394270708243,True,0.5662028711279338,False,-1
Cell1409,12,1103.9161425011996,False,0.0,False,-1
Cell1410,4,2635.3623328883587,False,0.0,False,-1
Cell1411,12,1781.6850669520538,False,0.0,False,-1
Cell1412,10,655.0510883492644,False,0.0,False,-1
Cell1413,5,2762.2786409416485,False,0.0,False,-1
Cell1414,13,6533.337493944095,False,0.0,False,-1
Cell1415,1,1498.9690287741703,False,0.0,False,-1
Cell1416,10,2185.9921405679142,False,0.0,False,-1
Cell1417,11,2278.3821131302825,False,0.0,False,-1
Cell1418,7,3709.892778397995,False,0.0,False,-1
Cell1419,10,1808.4889722313485,False,0.0,False,-1
Cell1420,11,2123.8536367401593,False,0.0,False,-1
Cell1421,11,694.081462314896,False,0.0,False,-1
Cell1422,11,1202.2691444825407,False,0.0,False,-1
Cell1423,3,1635.2378589673842,False,0.0,False,-1
Cell1424,1,4494.357382424314,False,0.0,False,-1
Cell1425,7,4608.371370490593,False,0.0,False,-1
Cell1426,8,1764.1441869825783,False,0.0,False,-1
Cell1427,12,5206.504949315478,False,0.0,False,-1
Cell1428,7,6060.851829244574,False,0.0,False,-1
Cell1429,7,3585.646151517782,False,0.0,False,-1
Cell1430,12,3136.5060391265006,False,0.0,False,-1
Cell1431,13,2726.3599633550093,False,0.0,False,-1
Cell1432,4,1288.7048331184576,False,0.0,False,-1
Cell1433,1,2959.2153425767137,False,0.0,False,-1
Cell1434,12,4176.129208699687,False,0.0,False,-1
Cell1435,6,1343.103188766642,False,0.0,False,-1
Cell1436,9,977.3150737383841,False,0.0,False,-1
Cell1437,4,872.7382044182565,False,0.0,False,-1
Cell1438,6,1110.237132139547,False,0.0,True,6
Cell1439,6,1933.7345441452092,False,0.0,True,11
Cell1440,4,3393.1654804162235,False,0.0,False,-1
Cell1441,3,632.9124328210037,False,0.0,False,-1
Cell1442,11,1861.2249352154831,False,0.0,False,-1
Cell1443,13,976.613583548418,False,0.0,False,-1
Cell1444,10,876.518969555573,False,0.0,False,-1
Cell1445,4,2603.4708339877475,True,0.11205994988833079,True,10
Cell1446,8,9174.8833076898,False,0.0,False,-1
Cell1447,3,3584.594500719892,False,0.0,False,-1
Cell1448,13,5181.1103908953055,False,0.0,False,-1
Cell1449,13,1622.6880826113409,False,0.0,False,-1
Cell1450,9,5358.428175146718,False,0.0,False,-1
Cell1451,8,1484.923134188979,False,0.0,False,-1
Cell1452,8,1473.3051190965803,False,0.0,False,-1
Cell1453,12,4395.221107192674,False,0.0,False,-1
Cell1454,10,617.7582333973443,False,0.0,False,-1
Cell1455,11,2144.621607828158,False,0.0,False,-1
Cell1456,2,1345.56531522028,False,0.0,False,-1
Cell1457,4,5122.3657305213865,False,0.0,False,-1
Cell1458,12,1050.6470429534315,False,0.0,False,-1
Cell1459,12,695.3352290733978,False,0.0,False,-1
Cell1460,11,1902.540755170096,False,0.0,False,-1
Cell1461,13,1309.146368161904,False,0.0,False,-1
Cell1462,2,9992.541510402356,False,0.0,False,-1
Cell1463,13,3299.894778621085,False,0.0,True,6
Cell1464,1,1600.1335847869916,False,0.0,False,-1
Cell1465,9,2297.8285706310517,False,0.0,False,-1
Cell1466,4,1592.8532315476552,False,0.0,False,-1
Cell1467,1,661.347734059489,False,0.0,False,-1
Cell1468,8,1927.5725809336273,False,0.0,False,-1
Cell1469,13,2793.6775732170354,False,0.0,False,-1
Cell1470,13,1730.4784470679667,False,0.0,False,-1
Cell1471,6,737.4049034003411,False,0.0,True,6
Cell1472,13,1618.7674743905475,False,0.0,False,-1
Cell1473,3,1049.7354064499157,False,0.0,False,-1
Cell1474,3,589.8156694947805,False,0.0,False,-1
Cell1475,4,7680.001616190563,False,0.0,False,-1
Cell1476,12,323.15938026650997,False,0.0,False,-1
Cell1477,7,2274.4118157127464,False,0.0,False,-1
Cell1478,3,11731.459740198063,False,0.0,False,-1
Cell1479,11,1617.3870359484174,False,0.0,False,-1
Cell1480,12,1739.2948273764587,False,0.0,False,-1
Cell1481,11,2340.8994154665297,False,0.0,False,-1
Cell1482,12,1252.7553290872934,False,0.0,False,-1
Cell1483,13,6716.119156801128,False,0.0,False,-1
Cell1484,6,1940.2715445097806,False,0.0,False,-1
Cell1485,5,4254.512338516682,False,0.0,False,-1
Cell1486,6,5974.050013217247,False,0.0,False,-1
Cell1487,12,790.3529207114517,False,0.0,False,-1
Cell1488,13,4087.9725189203054,False,0.0,False,-1
Cell1489,13,5932.165098981066,False,0.0,False,-1
Cell1490,6,1339.1019081237125,False,0.0,False,-1
Cell1491,8,2629.694165981791,False,0.0,False,-1
Cell1492,13,5443.179301469122,False,0.0,False,-1
Cell1493,10,2501.018805502544,False,0.0,False,-1
Cell1494,11,1239.5289283143788,False,0.0,False,-1
Cell1495,3,3374.7535031455946,False,0.0,False,-1
Cell1496,10,1598.3524237273202,False,0.0,False,-1
Cell1497,5,2936.8736818337643,False,0.0,False,-1
Cell1498,3,614.8014522660992,True,0.4012345148340264,False,-1
Cell1499,2,21034.377077640176,False,0.0,False,-1
Cell1500,4,1564.5937408556022,False,0.0,False,-1
Cell1501,9,6234.188065075875,False,0.0,False,-1
Cell1502,9,7839.087978880437,False,0.0,False,-1
Cell1503,1,1583.6043018002367,True,0.540157489291364,False,-1
Cell1504,4,2388.696329011562,False,0.0,False,-1
Cell1505,6,2549.420524228264,False,0.0,False,-1
Cell1506,2,416.4287621971843,True,0.3647162676879385,False,-1
Cell1507,11,2639.2808484513516,False,0.0,False,-1
Cell1508,12,1015.2076208837974,False,0.0,False,-1
Cell1509,8,4013.415643591027,False,0.0,False,-1
Cell1510,7,3172.5227879126596,False,0.0,False,-1
Cell1511,7,341.1959918576445,False,0.0,False,-1
Cell1512,3,3782.0909505523,False,0.0,False,-1
Cell1513,12,11176.703668934499,False,0.0,True,3
Cell1514,5,1488.2813492927728,False,0.0,False,-1
Cell1515,13,7435.061697648177,False,0.0,False,-1
Cell1516,2,470.2745241451181,False,0.0,False,-1
Cell1517,3,358.6904551248931,False,0.0,False,-1
Cell1518,6,2003.7080664919895,False,0.0,False,-1
Cell1519,5,1165.3393776620599,False,0.0,False,-1
Cell1520,7,3922.9715308903596,False,0.0,False,-1
Cell1521,7,1298.5492660171433,False,0.0,False,-1
Cell1522,6,932.1518648701073,False,0.0,False,-1
Cell1523,7,2079.552312748996,False,0.0,False,-1
Cell1524,12,2483.2857386793485,False,0.0,False,-1
Cell1525,3,352.2539761360944,False,0.0,False,-1
Cell1526,5,2239.581324409338,False,0.0,True,4
Cell1527,9,2302.355274867057,False,0.0,False,-1
Cell1528,4,5557.994195873502,True,0.2445397633320136,False,-1
Cell1529,6,1081.2036074920552,False,0.0,False,-1
Cell1530,5,1106.951824952651,False,0.0,False,-1
Cell1531,12,4127.146187830132,False,0.0,False,-1
Cell1532,13,921.1621102965145,False,0.0,False,-1
Cell1533,8,2266.6607115084275,False,0.0,False,-1
Cell1534,8,1718.2198358080457,False,0.0,False,-1
Cell1535,11,5233.522947881812,False,0.0,False,-1
Cell1536,9,2445.2028554488174,False,0.0,False,-1
Cell1537,8,3271.0519321037023,False,0.0,False,-1
Cell1538,9,1226.5087922526332,False,0.0,False,-1
Cell1539,3,800.1132488466329,True,0.5997809324383335,False,-1
Cell1540,9,381.42581269076663,False,0.0,False,-1
Cell1541,7,607.1765030897513,False,0.0,False,-1
Cell1542,9,915.9395843257896,False,0.0,False,-1
Cell1543,4,998.8719504655761,True,0.5146054578976476,False,-1
Cell1544,2,3801.2592398191277,True,0.49787581343699017,False,-1
Cell1545,11,1442.2192876970796,False,0.0,False,-1
Cell1546,7,1178.7364808131333,False,0.0,False,-1
Cell1547,3,896.8696846056158,True,0.12201192502042298,False,-1
Cell1548,6,1657.8448070647253,False,0.0,False,-1
